,行业广度,行业换手
012123.OF,7.166666666666667,1.074475428466195
012466.OF,5.0,2.151962689404908
011331.OF,6.166666666666667,1.405000798456116
011817.OF,5.333333333333333,1.308948657141722
519139.OF,3.333333333333333,0.5333487108497804
090001.OF,6.0,0.8365549912496008
008545.OF,7.5,0.5498715435414391
012126.OF,6.166666666666667,1.546135700020284
006969.OF,6.166666666666667,1.633374976968271
350009.OF,5.75,2.335295025684827
001986.OF,4.166666666666667,0.8641936550233568
008983.OF,4.3,2.96626904527616
006230.OF,5.916666666666667,2.660665019505103
009432.OF,4.625,1.888663010501212
008955.OF,8.363636363636363,1.1661670438229
014999.OF,7.333333333333333,2.926699224249715
000190.OF,6.833333333333333,2.007602191828127
506007.OF,3.5,0.7938667588765138
011930.OF,3.6,0.819491555231828
003378.OF,6.5,1.906579123930068
002594.OF,5.5,1.814680446259183
070022.OF,6.25,1.332109829374273
009246.OF,7.0,3.410141128164199
519011.OF,4.916666666666667,1.107663298553526
002542.OF,6.916666666666667,1.796301993872933
000549.OF,6.0,0.938889312356718
010080.OF,7.333333333333333,2.507781517717809
000793.OF,5.333333333333333,2.157607709873937
005028.OF,7.666666666666667,2.303003885804004
160605.OF,3.166666666666667,0.4435314618241104
005400.OF,6.25,1.659493455923837
006801.OF,4.916666666666667,1.427386166588482
011793.OF,5.4,1.163296235997084
004010.OF,6.0,2.286027534782204
006251.OF,6.166666666666667,2.533170482390589
206007.OF,4.0,0.9022704282987997
002116.OF,5.75,3.112930067100745
013559.OF,6.4,1.43432479643763
010391.OF,5.375,1.464360549628392
011891.OF,4.2,1.970267946456328
011550.OF,6.571428571428571,2.601935964917882
001302.OF,2.0,0.1136267775210701
009855.OF,5.555555555555555,2.447454007507368
002021.OF,5.666666666666667,0.7968895720897922
519951.OF,6.818181818181818,2.587295302826341
011099.OF,5.0,0.6931254765281137
011932.OF,4.857142857142857,0.7893627558394198
002621.OF,7.333333333333333,0.9407983300472548
005968.OF,4.166666666666667,0.4772829661372389
010558.OF,7.0,1.525797010773562
290011.OF,2.666666666666667,0.7272730917345437
001280.OF,6.333333333333333,1.013472851608663
005910.OF,6.416666666666667,1.299074365327374
007277.OF,5.583333333333333,1.98533640018934
010410.OF,6.375,1.8947360772582
000936.OF,7.583333333333333,1.304262330744322
006252.OF,6.583333333333333,2.197676914924956
660010.OF,6.5,2.199446082709114
002161.OF,6.5,1.986955247361772
012913.OF,5.6,1.672842766778861
014275.OF,4.5,2.960738959502186
001172.OF,6.75,3.439805455090029
011104.OF,3.714285714285714,1.417141255768701
009733.OF,1.4,0.2034098127880764
002732.OF,7.25,1.481701932044409
003805.OF,6.416666666666667,2.828850996944483
001449.OF,6.333333333333333,2.886762888289871
002595.OF,6.416666666666667,1.935926500201335
011488.OF,5.0,1.318701068212595
011446.OF,5.0,1.596510395682624
013296.OF,5.8,1.209099576446597
008135.OF,4.333333333333333,2.730400317722548
202002.OF,5.833333333333333,1.455497969015168
003154.OF,7.25,1.436382454836532
010181.OF,8.11111111111111,1.56016811046626
014327.OF,5.0,0.8736678376475332
005947.OF,5.75,2.5187201873224
009989.OF,6.444444444444445,1.692168509858829
001985.OF,7.0,1.680591966470819
590001.OF,5.0,2.680962274370093
010371.OF,5.75,1.54079024790608
000309.OF,6.916666666666667,1.511238844131271
001313.OF,6.666666666666667,1.660013393327592
011673.OF,1.333333333333333,0.3837725792123186
002861.OF,6.333333333333333,1.870422386924818
010709.OF,1.25,0.07375458270433473
673050.OF,6.416666666666667,3.078025300956879
011021.OF,4.0,1.12109996443913
003345.OF,7.75,0.8200692865856186
000431.OF,5.25,1.859900082125581
001154.OF,6.25,2.7141303335063
005517.OF,5.0,2.838900991447309
012846.OF,6.2,2.742925356076768
013028.OF,4.8,3.288355331879942
010178.OF,6.375,0.8127075875596497
013417.OF,6.6,1.196545572921685
162102.OF,3.416666666666667,1.682711500470873
010412.OF,5.142857142857143,0.9127282164207609
003513.OF,3.416666666666667,2.304936981199155
014389.OF,5.25,0.9808732500356223
009119.OF,3.8,0.6174099575159081
009958.OF,5.111111111111111,1.634450364448988
007381.OF,7.083333333333333,2.522352911561552
013490.OF,2.25,0.4403796945238949
011518.OF,7.428571428571429,0.3503721239848882
012545.OF,7.666666666666667,1.091740983670745
008273.OF,4.272727272727272,0.867839306679718
004833.OF,5.454545454545454,3.089084499941057
673020.OF,7.5,1.987167568010043
009007.OF,1.666666666666667,0.2468515012813241
010663.OF,7.125,1.67209495582421
519935.OF,4.583333333333333,1.217535887788236
519969.OF,5.666666666666667,2.199652335265885
006882.OF,4.083333333333333,1.781987330577954
011333.OF,4.142857142857143,0.4766171553990332
002620.OF,5.916666666666667,2.571283567989841
000772.OF,4.666666666666667,1.689446816987736
011212.OF,7.0,2.472057441476495
000294.OF,4.833333333333333,1.397013723759313
000893.OF,8.5,1.133618004430576
014191.OF,2.0,0.4811563550519748
000530.OF,5.666666666666667,1.670311365886868
001476.OF,4.416666666666667,0.7324602750561616
010054.OF,1.666666666666667,0.3783065029916743
003304.OF,1.333333333333333,0.3979399263374006
001579.OF,4.333333333333333,0.7357241668431141
008980.OF,5.363636363636363,2.506368683169375
003495.OF,7.25,2.664731003109664
519191.OF,2.416666666666667,0.8343471548239888
010347.OF,6.625,2.147799051759557
560002.OF,4.333333333333333,2.913970676172507
010703.OF,4.75,2.426733763301733
003117.OF,7.583333333333333,2.500854155843493
006157.OF,6.666666666666667,3.332045563692375
014718.OF,6.666666666666667,1.697636615588845
011851.OF,5.285714285714286,0.9014665778485371
011330.OF,7.0,2.336070348212119
000021.OF,6.5,1.304381270054882
002270.OF,8.416666666666666,1.591834547822224
005726.OF,7.166666666666667,1.119639078754531
004982.OF,5.181818181818182,3.054332792905353
001285.OF,7.833333333333333,1.849747510767771
009872.OF,7.666666666666667,1.882057504633047
002776.OF,7.833333333333333,2.76815848250526
003030.OF,6.916666666666667,1.653475598236577
013920.OF,1.0,0.2974022475761647
001810.OF,7.166666666666667,0.9657660694010007
009863.OF,6.1,2.539416477037386
001635.OF,6.0,2.839688644435058
270041.OF,4.666666666666667,0.7725259807488777
003292.OF,6.5,1.071309334870114
009967.OF,8.11111111111111,2.519628946675749
160727.OF,5.0,0.643225804622135
009190.OF,5.9,0.9269299434420363
000913.OF,1.25,0.04115510411799153
001907.OF,6.833333333333333,1.9978848913713
007527.OF,5.5,1.568918650418752
519039.OF,7.083333333333333,1.825022277996207
011807.OF,6.333333333333333,2.69667212800372
001399.OF,7.583333333333333,1.708759059251913
001102.OF,5.666666666666667,1.166729997964896
002685.OF,1.857142857142857,0.3120947873931485
110023.OF,1.25,0.09312904518421512
570005.OF,6.0,3.044283930035437
004987.OF,2.583333333333333,0.7526304174050646
001743.OF,5.6,1.694525616635876
970101.OF,7.0,2.430210215673082
001537.OF,6.333333333333333,2.254152908653927
001104.OF,5.583333333333333,1.116789336158844
090015.OF,4.833333333333333,0.8087431095841472
007141.OF,6.777777777777778,1.84992068359582
000327.OF,6.083333333333333,1.842325430972895
010273.OF,7.125,0.5772321273633443
001710.OF,6.0,1.022518075554576
007685.OF,1.166666666666667,0.04414414414414414
005536.OF,6.75,2.048236757151611
180010.OF,6.5,2.045981624699639
001178.OF,6.75,1.856027402927983
011206.OF,4.125,0.4957811936979648
011868.OF,3.6,0.8863371757216971
010108.OF,6.5,0.9774514929607951
519183.OF,4.416666666666667,2.928946358947556
014241.OF,6.5,1.696158894385597
006429.OF,8.0,2.276220279474246
519193.OF,6.416666666666667,1.644740825902819
398051.OF,4.25,0.736726854948873
013323.OF,7.0,2.656244489969338
005819.OF,5.416666666666667,2.040086044596507
001522.OF,7.916666666666667,1.875239441111962
013989.OF,3.0,0.4009089630386607
012850.OF,6.0,2.026228127224164
519642.OF,5.5,1.456844589998647
013450.OF,7.6,1.262178834115023
000746.OF,5.0,3.271577447552282
001421.OF,6.583333333333333,2.403507627920176
014294.OF,5.25,2.779540107784591
000120.OF,6.333333333333333,1.783163480156547
014185.OF,7.25,1.052051916929981
005175.OF,6.333333333333333,1.691368603196579
008507.OF,8.166666666666666,1.19027495680617
001279.OF,4.416666666666667,1.350541974636176
003593.OF,5.916666666666667,1.7781732887319
010602.OF,6.0,2.073179523959405
080007.OF,7.416666666666667,2.805625633639986
519778.OF,8.5,1.121793492669682
012184.OF,7.833333333333333,2.385283625176644
005311.OF,4.166666666666667,0.5013033216037925
005106.OF,1.833333333333333,0.5070735610855865
519767.OF,6.583333333333333,2.507978494077657
900013.OF,6.5,1.956337598866706
013851.OF,1.25,0.0956306677658699
001366.OF,7.333333333333333,1.710436464372982
012835.OF,4.333333333333333,3.076189243157906
005588.OF,3.25,4.5
006718.OF,6.333333333333333,2.009948020869976
014263.OF,6.0,1.300760841373064
012382.OF,4.8,1.526187505776408
000940.OF,6.333333333333333,2.432196614109535
004335.OF,6.916666666666667,1.438277049938705
005669.OF,3.75,1.10932793619901
014103.OF,5.0,1.230550264851658
013674.OF,4.666666666666667,1.10660735457161
009126.OF,3.363636363636364,0.3382526919380177
005477.OF,5.583333333333333,2.314793933384409
008276.OF,6.545454545454546,0.9704565065531838
014771.OF,6.0,0.06642743021499978
007308.OF,3.333333333333333,0.5750150774060422
005120.OF,7.583333333333333,3.691404262812037
290008.OF,5.666666666666667,1.983648260073691
180013.OF,6.666666666666667,1.988386954485186
560003.OF,5.083333333333333,2.670444641477243
002681.OF,4.833333333333333,3.480367842721916
161616.OF,1.0,0.0
011078.OF,7.714285714285714,2.161818269818995
013123.OF,3.2,1.025394419090626
005373.OF,7.416666666666667,1.918096600743192
001755.OF,7.583333333333333,2.130406267851695
519156.OF,6.166666666666667,1.621541066902576
012370.OF,7.833333333333333,1.500119563354362
009566.OF,5.125,0.7454024734436531
010389.OF,7.25,1.12881302301767
000031.OF,7.5,0.9617226050473646
012519.OF,5.166666666666667,0.9377877353433531
004189.OF,3.666666666666667,1.202143808981688
009984.OF,5.222222222222222,0.9954845098670384
400011.OF,7.0,1.816360989556488
005593.OF,6.083333333333333,1.756916432751548
001018.OF,6.916666666666667,1.568709364404736
006796.OF,3.583333333333333,1.527383444527907
001322.OF,4.916666666666667,1.811905583024176
673110.OF,7.75,1.333367340164538
004450.OF,4.583333333333333,0.7151134407961028
009651.OF,6.111111111111111,2.347133373661061
011214.OF,6.4,1.718418376257578
003715.OF,6.666666666666667,1.121678176501911
012987.OF,4.8,1.161311621509345
001990.OF,7.0,3.738251528611079
350002.OF,6.166666666666667,2.582314675449133
008085.OF,4.916666666666667,1.964870395740656
004157.OF,6.166666666666667,2.975491173297327
008480.OF,4.0,1.618238742343127
001223.OF,4.333333333333333,1.214901292341271
001316.OF,6.166666666666667,1.109798429146384
003145.OF,7.0,2.393146767698631
010161.OF,4.0,0.4769176192625
673060.OF,5.083333333333333,2.426701233975486
910021.OF,6.714285714285714,1.65107900890319
000263.OF,6.5,1.248902710408265
011389.OF,5.0,2.257802743406443
013636.OF,5.0,3.033342143075314
690003.OF,6.166666666666667,3.70728477288728
009025.OF,5.0,2.032106163425835
000126.OF,4.166666666666667,1.051870160771543
009330.OF,4.2,0.6159553682222059
005635.OF,5.916666666666667,2.692690644438986
590008.OF,5.666666666666667,1.724711121169303
011220.OF,7.714285714285714,0.74369430733793
004944.OF,6.75,1.216188891419415
006231.OF,6.833333333333333,2.907220633205778
015549.OF,2.5,0.433900436511901
270005.OF,4.75,1.148261896196535
010646.OF,7.142857142857143,1.959796363037261
006158.OF,7.25,1.774447022408883
001117.OF,7.333333333333333,1.407356691973956
519171.OF,1.0,0.0
160603.OF,5.5,1.122777528368531
519651.OF,6.666666666666667,1.842862014491306
008378.OF,5.333333333333333,0.9286965584453215
014036.OF,4.75,1.487869352874906
166301.OF,4.083333333333333,1.558854953710824
003598.OF,6.083333333333333,2.320505604354209
004959.OF,8.25,1.955281193933534
202007.OF,7.416666666666667,1.28138184757189
000567.OF,5.25,2.435119354236517
160627.OF,6.333333333333333,0.7676213833751641
015276.OF,7.5,1.539610433208074
002020.OF,6.666666666666667,3.113039783822528
009999.OF,5.888888888888889,2.661012733452273
008412.OF,2.3,1.056776849344971
005914.OF,5.25,1.707394905750926
001464.OF,4.916666666666667,1.63702579599606
000892.OF,7.5,3.464173147415173
310358.OF,5.666666666666667,1.76515869778776
240022.OF,3.75,0.6616780997794732
008709.OF,5.222222222222222,1.480850475735708
010264.OF,6.111111111111111,1.569431211151855
002121.OF,1.4,0.5689998951677401
008060.OF,3.444444444444445,0.4883948454812642
009531.OF,5.625,1.143804296159099
377240.OF,6.25,0.9296231877830334
010326.OF,4.111111111111111,1.285010788418391
850588.OF,5.909090909090909,1.585760651409637
001306.OF,5.916666666666667,2.4620032413318
001190.OF,6.833333333333333,2.207102406690865
006195.OF,6.583333333333333,3.879789519725964
010929.OF,7.714285714285714,0.9021726161390192
012096.OF,4.833333333333333,0.8865369363653173
010120.OF,7.0,3.297658842698226
009909.OF,7.25,1.321957431306513
487021.OF,6.833333333333333,1.212299087976909
011146.OF,4.625,1.202303284614968
014220.OF,1.25,0.1812205408087322
002340.OF,8.166666666666666,1.507699887585024
001849.OF,7.083333333333333,4.005780855450445
008116.OF,5.0,1.609857215311029
005552.OF,7.4,2.385181211155134
000339.OF,1.166666666666667,0.1798195435989851
011254.OF,5.333333333333333,2.358921606040293
910007.OF,6.583333333333333,1.111593492749906
008297.OF,5.454545454545454,1.720099204773885
006502.OF,4.083333333333333,1.143517551199647
001196.OF,6.666666666666667,1.252068443539337
008985.OF,4.727272727272728,0.9119992363600798
090013.OF,7.833333333333333,1.25541094287313
010557.OF,3.875,0.8413354491074296
310328.OF,7.166666666666667,2.007472307377264
020003.OF,5.5,2.27159813332718
003861.OF,6.833333333333333,2.301648228450027
008618.OF,1.8,0.366929916595467
008381.OF,3.545454545454545,0.9048622342418325
000979.OF,4.0,0.4681359982713977
014653.OF,7.0,1.572709851280538
020005.OF,5.75,0.688817414258657
001048.OF,4.666666666666667,2.198226528804341
005777.OF,3.083333333333333,0.8219993343758784
009994.OF,4.888888888888889,1.401000037289875
005569.OF,7.5,3.010385746597938
001297.OF,6.25,1.588743161789099
003230.OF,1.0,0.0
166109.OF,6.0,2.674721861968419
003282.OF,6.583333333333333,0.9092312619397922
007056.OF,6.333333333333333,1.043303550688259
002409.OF,6.25,3.897637985182186
009867.OF,5.222222222222222,1.189309745413012
870005.OF,5.285714285714286,0.9687841839796147
008638.OF,6.083333333333333,1.951229739978785
003456.OF,6.833333333333333,2.639188470350691
850013.OF,3.75,0.4918190167179169
001197.OF,7.166666666666667,1.667320056402742
008671.OF,5.5,1.081037523868254
008382.OF,5.8,1.739171048168026
012147.OF,6.5,2.195429678318048
519702.OF,6.916666666666667,2.151538424752536
005094.OF,4.916666666666667,1.409324466711172
001216.OF,6.083333333333333,1.152357380018773
011189.OF,4.875,1.100091795493476
003561.OF,6.0,3.237518207151489
011186.OF,4.142857142857143,1.31956279953814
952035.OF,5.363636363636363,2.064420839776272
010965.OF,6.4,1.852343598790699
001566.OF,5.833333333333333,1.065816532665889
011278.OF,5.428571428571429,0.8904147843739025
009049.OF,6.545454545454546,1.515901927325596
010460.OF,6.0,1.832288758366722
620004.OF,6.25,2.674785633115026
090016.OF,6.166666666666667,1.405788173256433
009805.OF,2.888888888888889,0.3640646155417079
014772.OF,6.0,0.04663740880397999
519694.OF,7.0,0.8216935739314905
009141.OF,4.2,1.835923528154508
000664.OF,6.3,0.9858844415306611
011481.OF,5.6,1.373921260468246
005472.OF,5.416666666666667,2.127850887646146
006864.OF,6.25,1.357670317698646
000601.OF,6.75,1.548126254714412
001278.OF,5.333333333333333,1.300082209657808
010613.OF,6.375,1.935651226008969
009076.OF,4.545454545454546,1.050384983430317
011923.OF,4.333333333333333,0.5079282172014151
001715.OF,6.083333333333333,1.269393526984794
040005.OF,6.5,2.581670896922964
519099.OF,6.333333333333333,3.00458831205332
001281.OF,6.25,2.214865803776796
014727.OF,6.0,1.530016090225678
001433.OF,8.0,1.679857614971806
002849.OF,1.833333333333333,0.2231179898568437
003641.OF,6.083333333333333,1.299554904898904
009636.OF,6.6,2.490940963527938
519170.OF,6.0,3.070765551325735
002455.OF,6.583333333333333,3.095591879217901
002504.OF,5.916666666666667,3.076630984660697
008293.OF,1.25,0.03913152704543641
005433.OF,1.5,0.3009603511507389
014639.OF,7.0,1.559718382738418
005894.OF,3.666666666666667,1.446992787597053
013469.OF,5.5,1.657595235071156
005638.OF,6.583333333333333,1.714095436708041
014508.OF,4.666666666666667,1.042605042016807
012354.OF,2.6,0.4239801992140898
519712.OF,5.916666666666667,1.358598533307862
519918.OF,4.916666666666667,2.593567252201556
007346.OF,5.75,1.618803890647866
005176.OF,1.333333333333333,0.1262634915196163
008633.OF,2.166666666666667,0.5443073165752407
014007.OF,5.0,0.7588917813012098
001650.OF,6.5,1.801959430553093
012765.OF,5.25,1.22806524177681
004731.OF,6.833333333333333,2.147988079940008
167702.OF,6.666666666666667,3.215455099742472
257040.OF,3.083333333333333,1.585542030052774
012502.OF,5.8,1.514524912101614
010194.OF,6.125,1.751317183304946
481001.OF,5.916666666666667,1.326326915100589
004448.OF,6.416666666666667,2.655998756386443
005589.OF,6.666666666666667,2.507262829893042
007850.OF,8.083333333333334,0.9780553756113123
006752.OF,1.0,0.034503798449855
410001.OF,6.333333333333333,1.744625940106032
009086.OF,4.818181818181818,0.7681684786159789
005489.OF,5.916666666666667,2.699860211413251
009011.OF,5.090909090909091,1.318442665505778
010385.OF,6.222222222222222,2.061779911248971
070010.OF,6.25,1.484650069407619
014922.OF,5.333333333333333,1.199009672483295
001903.OF,5.75,0.562562246829423
004153.OF,7.0,0.7181841599275285
015010.OF,4.666666666666667,0.6921833691161604
011346.OF,6.5,2.993818165223105
560006.OF,6.666666666666667,3.523516544780699
001222.OF,6.416666666666667,1.155956353260103
012193.OF,5.4,1.250610137758152
010381.OF,4.714285714285714,0.7563900127366728
007182.OF,1.0,0.0
009914.OF,6.222222222222222,2.18081332207009
000916.OF,6.416666666666667,3.528004149210117
002939.OF,5.333333333333333,0.8017923569793686
011934.OF,6.0,2.625380785701674
519629.OF,6.1,1.413532459457243
002027.OF,8.166666666666666,2.620168393092169
004183.OF,5.75,1.418769302825226
009391.OF,4.3,0.7050049442852167
012673.OF,7.0,2.654685778573885
005983.OF,5.0,2.28649328430459
012613.OF,3.833333333333333,0.4365635798710221
001838.OF,1.416666666666667,0.1720086806848054
001396.OF,7.75,1.428081945109937
001362.OF,7.083333333333333,1.741682256115578
519688.OF,7.25,1.554996734537119
000215.OF,7.583333333333333,2.282173839989091
162214.OF,5.75,1.744606761455658
004223.OF,4.333333333333333,2.19249074968588
012216.OF,6.4,0.9462044076292591
004263.OF,4.166666666666667,1.141318316616633
001453.OF,8.083333333333334,1.71282461731695
006981.OF,1.0,0.05796747967479665
012975.OF,3.8,1.172313492329103
005599.OF,7.0,1.682914064670532
007137.OF,7.166666666666667,2.386243086834478
002597.OF,6.5,2.538708975516083
320006.OF,5.916666666666667,1.994996768940442
519668.OF,7.083333333333333,1.610559806786307
010333.OF,6.0,0.9809855080970771
005317.OF,7.0,2.358778720109096
013956.OF,4.5,1.5743557402896
970094.OF,7.0,1.372880939646064
162212.OF,5.25,1.840275940619323
006671.OF,3.0,0.81248255975938
000939.OF,5.75,1.120382505521572
000195.OF,7.916666666666667,1.814303148584284
519971.OF,5.25,1.96018705867615
013293.OF,4.0,1.803296969195797
002780.OF,6.333333333333333,2.17840509862269
000259.OF,6.916666666666667,1.708939790094151
005481.OF,5.166666666666667,0.8205804551567802
013461.OF,4.5,1.357184335847945
013733.OF,3.75,0.7360556380432204
011858.OF,3.666666666666667,0.8203587152437737
005037.OF,3.916666666666667,0.826146233709767
001170.OF,3.916666666666667,1.711585304784661
001759.OF,6.083333333333333,0.9944683048801055
011288.OF,1.714285714285714,0.2458191823223423
004040.OF,1.0,0.0
519606.OF,5.5,2.145527463830823
006863.OF,7.5,0.64025438898048
001856.OF,5.666666666666667,1.362372928095207
519957.OF,6.166666666666667,2.34767952758011
470028.OF,6.0,2.46798383610719
004995.OF,3.083333333333333,0.9763668824777209
009010.OF,3.454545454545455,0.5800766379711715
011149.OF,6.625,2.479657464836218
010213.OF,4.888888888888889,1.081547159949525
519779.OF,4.0,1.224082893929286
005328.OF,6.0,2.83881715944521
007291.OF,1.111111111111111,0.4660994082324926
014746.OF,1.666666666666667,0.4103159504892364
010944.OF,5.571428571428571,1.557732380759542
013607.OF,2.333333333333333,0.4956604383134675
002174.OF,7.166666666666667,1.136879294988609
610005.OF,5.416666666666667,1.419376602416168
009993.OF,4.777777777777778,0.7577621456333834
233008.OF,2.583333333333333,0.7410847240402006
001531.OF,6.75,2.558513345351279
013435.OF,4.6,0.8916947670161358
910024.OF,5.428571428571429,1.378770727829282
010130.OF,7.0,2.772235116376393
000586.OF,4.833333333333333,1.043952728245731
001226.OF,7.416666666666667,2.633390469097692
210001.OF,6.916666666666667,2.75419556865184
506009.OF,5.0,1.338923628959425
001685.OF,2.833333333333333,0.4953896132076652
001250.OF,7.25,2.108203483609774
013855.OF,5.666666666666667,0.8081333586760427
255010.OF,7.416666666666667,0.6737998345489374
013358.OF,6.5,1.060501404490209
519710.OF,3.0,0.3958512318287111
970048.OF,4.5,1.754957855913784
012071.OF,6.0,0.5980667757471746
001312.OF,8.583333333333334,2.383610661985447
260101.OF,6.25,1.04802803355366
420003.OF,5.5,0.8304316172608995
004352.OF,7.5,3.678608311455509
011335.OF,1.5,0.1040242976461656
001764.OF,1.666666666666667,0.4887055685745941
002015.OF,5.5,3.773205255820786
014841.OF,1.0,0.03158137390502539
009140.OF,6.363636363636363,2.68688395370043
015796.OF,4.0,1.054513139177959
006132.OF,6.25,2.19136530369659
002332.OF,2.0,0.9995721455360903
003799.OF,7.916666666666667,2.682898078369027
014874.OF,7.75,1.522489895079187
213003.OF,6.0,1.463637417628938
360010.OF,6.166666666666667,2.343310290727979
003119.OF,8.0,2.309193011259965
011001.OF,7.25,2.881086922185012
001365.OF,2.75,1.023501072619505
005855.OF,5.666666666666667,2.616896008204914
013431.OF,6.5,2.613008078697873
006624.OF,8.25,0.8931741924901603
013774.OF,4.333333333333333,1.29866999916487
014811.OF,6.5,1.403046918638242
005544.OF,5.5,0.880606748656863
001352.OF,6.833333333333333,2.134932897636608
001277.OF,6.333333333333333,2.41234993693612
001675.OF,4.5,1.563636124842901
015032.OF,2.0,0.4239103126899438
001392.OF,5.083333333333333,0.8009742355406324
206001.OF,6.5,3.833060468517592
519021.OF,6.25,1.796286742456183
007854.OF,4.333333333333333,1.216642620722176
010846.OF,6.0,2.143060799451596
010731.OF,1.142857142857143,0.1460177689284166
012412.OF,6.0,2.096777599019416
011635.OF,1.25,0.2305188737966835
011479.OF,3.714285714285714,0.5583465436954845
006270.OF,5.583333333333333,1.472263635492575
008317.OF,6.8,2.274533776941926
005189.OF,6.583333333333333,3.074160285574187
004695.OF,7.166666666666667,0.8361879388759826
210008.OF,4.25,1.312986896484791
000006.OF,6.833333333333333,3.579413819903927
010387.OF,1.0,0.262581036376918
001122.OF,7.083333333333333,1.600619312414618
014649.OF,5.75,2.745472512858341
004453.OF,6.454545454545454,0.7591648033751753
450004.OF,7.083333333333333,2.260609916978554
009376.OF,6.1,0.9255673893208549
690004.OF,6.333333333333333,1.169387483026975
070003.OF,7.166666666666667,1.351974300740309
007243.OF,7.666666666666667,2.820401048364579
001796.OF,5.25,2.111735237183143
011284.OF,6.571428571428571,2.285951625900126
005505.OF,1.0,0.022588389349629
162107.OF,6.0,2.399774543627174
000308.OF,7.25,2.56219326382069
620006.OF,5.333333333333333,0.5108964000937877
001007.OF,4.333333333333333,1.837408369733757
001740.OF,5.25,2.225136107099882
008037.OF,6.5,2.653176840023292
550009.OF,5.25,1.783596635262335
005671.OF,6.25,2.538539836544581
540003.OF,6.666666666666667,2.045555622142123
013940.OF,1.25,0.4710359581942862
011184.OF,6.571428571428571,1.318053086718441
005386.OF,6.75,1.562042450421529
519619.OF,6.75,1.108633052988509
005104.OF,7.166666666666667,2.978759012603305
400025.OF,5.333333333333333,1.602066883591293
009542.OF,3.222222222222222,0.5776819857954939
008131.OF,4.888888888888889,0.5803717617204154
003189.OF,7.666666666666667,2.046605739403563
001728.OF,6.333333333333333,2.567203251690746
011271.OF,5.428571428571429,1.315733400589791
001342.OF,7.916666666666667,1.79723534300395
519975.OF,7.666666666666667,3.169432858426411
080012.OF,4.0,1.820587560368293
006644.OF,5.5,1.859285045397324
001766.OF,1.416666666666667,0.3603573455386559
001965.OF,2.666666666666667,1.484116619997371
310368.OF,6.25,3.401975188256903
002844.OF,5.583333333333333,2.730405194873186
011740.OF,5.857142857142857,1.351438553700178
008347.OF,6.333333333333333,2.796131914310756
004142.OF,7.666666666666667,3.150196237849075
004640.OF,6.0,0.9762175086702422
001806.OF,8.0,1.800186475603603
002148.OF,6.75,2.502096004650189
850004.OF,7.0,1.092258033065298
011030.OF,4.666666666666667,1.98990648043973
001298.OF,4.666666666666667,1.74114452130378
013371.OF,3.8,0.8009770712066032
673141.OF,6.25,2.39816510452997
001470.OF,6.583333333333333,2.100509571396012
519127.OF,5.666666666666667,1.696551974158349
070018.OF,6.5,0.7459940786199581
000452.OF,1.25,0.09053417124901801
519673.OF,4.833333333333333,0.6991797926785144
000408.OF,7.0,1.674738670914114
001419.OF,7.5,2.119126110720464
860018.OF,4.0,0.9791962124659767
001701.OF,7.75,1.362558221471703
000577.OF,7.666666666666667,1.181853528304931
590005.OF,3.916666666666667,2.366073144683396
009874.OF,7.555555555555555,3.167182596229078
001208.OF,7.583333333333333,1.603479370352504
213001.OF,7.666666666666667,1.71047139427335
050014.OF,7.083333333333333,1.928235724917631
519113.OF,6.0,2.939926406807042
900008.OF,5.6,2.375534309830751
011570.OF,4.333333333333333,0.4226579372061388
003828.OF,7.75,1.676544187625846
519002.OF,7.083333333333333,1.567487895048848
003241.OF,7.083333333333333,2.820005528970254
003165.OF,7.083333333333333,1.792657915217056
009353.OF,2.777777777777778,0.6572332569670587
952009.OF,5.666666666666667,2.18302539209723
070021.OF,5.333333333333333,1.995704275029056
001416.OF,6.5,2.174275045361311
011224.OF,6.0,2.440794575088805
014913.OF,6.666666666666667,1.026118078752178
012977.OF,6.166666666666667,2.858620352142356
110012.OF,8.416666666666666,1.49990528484809
001287.OF,6.833333333333333,1.979385859140506
010922.OF,6.125,1.007833338073102
519158.OF,6.333333333333333,2.238569932448608
202213.OF,6.25,1.272210104380854
010271.OF,6.5,0.8840072039404536
004671.OF,6.166666666666667,2.792208627199861
012387.OF,6.166666666666667,1.601239520717887
011888.OF,5.333333333333333,1.107398982172796
013623.OF,5.25,1.794999478243061
006527.OF,7.916666666666667,2.678474760741454
006277.OF,5.333333333333333,2.173763141863835
660001.OF,6.5,1.496292703162313
009318.OF,5.2,1.65234821579187
000423.OF,4.083333333333333,1.762788168022274
002001.OF,5.583333333333333,0.7492503165632743
400003.OF,7.75,1.287151870802229
014472.OF,5.75,1.634695917574517
008359.OF,1.0,0.06671306706642387
004986.OF,4.75,1.237635266649107
010706.OF,5.666666666666667,1.849780790163691
001184.OF,5.916666666666667,0.6652830173108705
010878.OF,4.285714285714286,0.9625799244846134
008715.OF,3.666666666666667,0.430163548836191
000880.OF,6.583333333333333,1.850113799631519
001266.OF,7.166666666666667,2.649644478881699
004560.OF,5.5,1.690039902024728
004934.OF,7.25,1.180263201152096
090003.OF,8.333333333333334,1.91786663723044
000689.OF,5.666666666666667,1.643804106397741
013209.OF,6.4,1.71585693117543
010293.OF,5.777777777777778,2.545964775521528
008107.OF,1.166666666666667,0.2601162033377352
010912.OF,5.285714285714286,1.8719841561682
013441.OF,1.0,0.178141393003456
