,行业广度,行业换手
011837.OF,7.666666666666667,2.182763023824199
377010.OF,6.0,1.503308257672778
260116.OF,7.083333333333333,1.49667428358007
005000.OF,7.333333333333333,2.922185491691516
012202.OF,3.8,1.208746721380346
360012.OF,4.166666666666667,0.9176515790146911
000573.OF,7.666666666666667,2.183956117934961
004266.OF,4.111111111111111,1.527125459970176
012477.OF,7.4,2.498621267183048
009199.OF,4.5,1.21815864607416
870009.OF,4.222222222222222,1.21296670242334
014189.OF,6.5,1.709250225987127
009697.OF,4.0,1.812218960512033
011531.OF,6.428571428571429,1.218102161513713
519963.OF,7.5,1.628898601083689
009882.OF,5.111111111111111,2.326325424885885
001036.OF,6.583333333333333,1.027542227899455
013641.OF,5.6,1.245357880135231
002862.OF,6.5,2.062710832541769
008134.OF,5.25,1.326807093849155
001437.OF,5.166666666666667,1.612486106758935
013250.OF,6.2,1.532234040178325
008704.OF,6.333333333333333,1.786026379309864
009693.OF,6.6,1.512661290211732
000698.OF,6.083333333333333,0.9184445990764604
010190.OF,8.444444444444445,0.9129614925333551
002057.OF,7.416666666666667,1.718361952176003
240009.OF,6.916666666666667,1.441577283910874
004341.OF,6.833333333333333,1.475996108763531
000592.OF,6.5,2.396679670322784
006926.OF,3.916666666666667,1.522218467156049
000063.OF,5.166666666666667,2.123591623914554
519965.OF,7.416666666666667,1.809437278019381
013687.OF,6.5,1.636709754416506
011363.OF,4.857142857142857,1.293640032917939
004138.OF,7.916666666666667,0.6000644779709935
007484.OF,4.666666666666667,2.755453836385541
160425.OF,5.555555555555555,1.328374120358815
260117.OF,6.083333333333333,1.889749560434369
002860.OF,3.0,0.8345561657564738
012839.OF,5.0,0.5459353986066495
009998.OF,5.888888888888889,1.698140110295421
010383.OF,5.571428571428571,1.140646214389401
002025.OF,7.666666666666667,1.741006778150428
004936.OF,6.75,2.514981926001359
012073.OF,4.0,1.537589428522194
015006.OF,5.333333333333333,2.408699967503103
970016.OF,7.0,2.625589308795843
010148.OF,4.714285714285714,1.547199003348403
006392.OF,6.916666666666667,1.844013895936423
001194.OF,7.25,1.371858089237304
003152.OF,5.416666666666667,0.8324431999236062
360006.OF,6.75,1.813098247462097
008526.OF,6.090909090909091,1.906919538846222
001808.OF,5.916666666666667,2.654936526362237
040011.OF,7.0,2.133176809731213
010876.OF,6.0,0.919222272433716
013575.OF,7.333333333333333,1.200106194487103
005689.OF,1.25,0.1476858721925929
002545.OF,6.916666666666667,2.365862010447572
000684.OF,2.333333333333333,0.8854851238404063
014829.OF,4.666666666666667,1.525964578116721
002967.OF,4.166666666666667,1.359168646851932
014057.OF,6.75,2.123575311615511
000965.OF,5.333333333333333,1.552361696838802
008372.OF,7.083333333333333,1.605401051565247
011568.OF,5.2,1.216147031144275
010608.OF,5.25,2.760551896053263
005701.OF,1.0,0.3130447948832696
012086.OF,1.0,0.0
012586.OF,1.25,0.299596639055431
004244.OF,4.0,2.585117911151563
006868.OF,5.25,1.142421716242253
000404.OF,5.5,1.681214841143604
000273.OF,6.636363636363637,1.462763510142257
009102.OF,7.6,1.716967713942547
000432.OF,7.083333333333333,2.030231175153476
010966.OF,7.5,0.7878044618729919
320018.OF,7.166666666666667,1.575375945253988
001927.OF,4.833333333333333,0.5777059307921198
005970.OF,5.583333333333333,1.752085873725511
001790.OF,5.666666666666667,0.697771045240501
001039.OF,6.583333333333333,1.10653004642265
003567.OF,6.833333333333333,2.494219905423989
013552.OF,5.25,1.325391462998289
200010.OF,5.333333333333333,2.71421191882782
010495.OF,2.75,0.5741773091729794
004044.OF,3.5,1.708196024563049
720001.OF,3.833333333333333,2.185828893776663
070013.OF,6.5,1.907561940628491
005729.OF,4.666666666666667,1.367629998028243
006243.OF,6.916666666666667,2.564449765016696
202011.OF,6.416666666666667,1.969026855210469
000603.OF,5.0,1.365519235464357
010490.OF,5.75,1.341453150899816
004958.OF,8.083333333333334,2.053980608486585
168501.OF,5.75,1.441851670261584
006345.OF,3.333333333333333,0.3819801149760034
400013.OF,6.0,2.238051956317022
000409.OF,3.583333333333333,0.8498280156165565
320022.OF,7.083333333333333,1.608711406800476
009242.OF,5.6,1.277036500819692
000532.OF,5.166666666666667,0.7659197174525283
007066.OF,4.416666666666667,0.736220686706262
005630.OF,4.5,1.892456812769043
010892.OF,5.5,0.9314430330756395
450002.OF,5.833333333333333,0.9207159189633844
519738.OF,8.083333333333334,2.191012465757081
002296.OF,4.916666666666667,2.160057807250298
007893.OF,5.818181818181818,1.502268387358485
005738.OF,6.583333333333333,1.943589750481704
001864.OF,5.916666666666667,2.03694388046781
009707.OF,6.222222222222222,2.438493368604544
004726.OF,6.363636363636363,2.76251813058171
011077.OF,3.714285714285714,0.5970935317340321
003586.OF,6.181818181818182,2.355452118959473
011717.OF,5.666666666666667,2.894194347066208
007903.OF,7.5,3.210929213506271
004091.OF,3.583333333333333,1.146725240035499
519087.OF,5.333333333333333,1.043789360083296
001304.OF,7.166666666666667,2.524596669794069
012301.OF,6.8,0.8349625830278802
004320.OF,4.583333333333333,1.83529837227617
001201.OF,7.333333333333333,2.265857334077575
010198.OF,4.5,0.5865263755122719
000654.OF,6.25,2.327561401905445
003062.OF,7.416666666666667,1.885104359547858
012225.OF,3.666666666666667,0.5288031610119847
007412.OF,3.166666666666667,0.4481639577500247
012119.OF,6.166666666666667,1.151635110441929
005585.OF,2.75,1.183380633125938
000083.OF,4.416666666666667,0.6442950102125199
000531.OF,5.5,2.490435591867552
165526.OF,5.666666666666667,0.8419729260069015
009437.OF,4.8,1.987569131919824
013903.OF,2.5,0.6998653639090155
080005.OF,5.833333333333333,2.610485695091105
002728.OF,7.166666666666667,2.83694722239273
001272.OF,6.916666666666667,1.703524288351955
004975.OF,8.0,1.979585632080487
000057.OF,5.416666666666667,1.296650534141975
011300.OF,6.625,1.264585585708004
002264.OF,1.583333333333333,0.3267527291237569
540007.OF,5.833333333333333,3.232406823596016
206012.OF,6.083333333333333,2.145732653842851
012297.OF,7.166666666666667,2.163236088490699
010289.OF,5.0,1.28315337924753
519126.OF,6.083333333333333,1.934536481137666
008531.OF,5.181818181818182,1.337462891184699
004686.OF,7.25,1.706536850774267
008082.OF,5.416666666666667,1.865123505607567
006768.OF,1.142857142857143,0.3369854323103051
100039.OF,6.833333333333333,2.49873559009067
011977.OF,8.0,1.186863654696235
001739.OF,6.75,2.170936277279831
005211.OF,6.5,1.311137470573813
010746.OF,6.75,2.512336163995193
006002.OF,1.0,0.06030287594007325
002639.OF,7.25,1.682709367844639
007497.OF,8.166666666666666,1.949836040612744
010562.OF,6.666666666666667,1.067884309448549
009468.OF,1.4,0.1511222573286592
040025.OF,4.666666666666667,2.179799130133612
001215.OF,5.416666666666667,1.620927417601973
015694.OF,5.5,1.41792356827214
004891.OF,7.181818181818182,2.035009867056101
910004.OF,5.714285714285714,1.193971980193607
000167.OF,5.666666666666667,1.271631803225391
012496.OF,4.4,3.051057523689537
540009.OF,5.333333333333333,1.332302123409087
010126.OF,6.111111111111111,1.3035957630182
005437.OF,6.666666666666667,3.054048430431967
011651.OF,2.0,0.0
006877.OF,5.5,2.481120689847172
519627.OF,6.416666666666667,1.503041935407143
011167.OF,7.0,1.202446206573421
550003.OF,6.166666666666667,1.666593922694689
001105.OF,6.5,2.717119456542984
217009.OF,6.583333333333333,1.045962708466939
006879.OF,5.416666666666667,1.663986836458628
004481.OF,6.666666666666667,1.84037612834155
240017.OF,6.333333333333333,2.355362568378615
